date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:32:23	9358/9358	---MCZ	200	added ('OK')	application/javascript	etag:W/%22588b7e0e-257f%22	https://lmpixels.com/demo/breezycv/light/1/js/modernizr.custom.js	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/js/modernizr.custom.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:24	51128/51128	---M--	200	added ('OK')	image/png	etag:%225e909360-c7b8%22	https://lmpixels.com/demo/breezycv/light/1/img/main_bg.png	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/main_bg.png	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:25	34406/34406	---M--	200	added ('OK')	image/jpeg	etag:%225e7b064c-8666%22	https://lmpixels.com/demo/breezycv/light/1/img/main_photo.jpg	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/main_photo.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:25	23988/23988	---M--	200	added ('OK')	image/jpeg	etag:%225e5ceff0-5db4%22	https://lmpixels.com/demo/breezycv/light/1/img/testimonials/testimonial-1.jpg	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/testimonials/testimonial-1.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:25	14861/14861	---M--	200	added ('OK')	image/jpeg	etag:%225e5ceeee-3a0d%22	https://lmpixels.com/demo/breezycv/light/1/img/testimonials/testimonial-2.jpg	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/testimonials/testimonial-2.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:25	21287/21287	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf048-5327%22	https://lmpixels.com/demo/breezycv/light/1/img/testimonials/testimonial-3.jpg	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/testimonials/testimonial-3.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:26	2783/2783	---M--	200	added ('OK')	image/png	etag:%225e4e56a6-adf%22	https://lmpixels.com/demo/breezycv/light/1/img/clients/client-1.png	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/clients/client-1.png	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:26	2295/2295	---M--	200	added ('OK')	image/png	etag:%225e4e56b0-8f7%22	https://lmpixels.com/demo/breezycv/light/1/img/clients/client-2.png	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/clients/client-2.png	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:27	3079/3079	---M--	200	added ('OK')	image/png	etag:%225e4e56b4-c07%22	https://lmpixels.com/demo/breezycv/light/1/img/clients/client-3.png	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/clients/client-3.png	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:27	2528/2528	---M--	200	added ('OK')	image/png	etag:%225e4e56ba-9e0%22	https://lmpixels.com/demo/breezycv/light/1/img/clients/client-4.png	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/clients/client-4.png	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:28	2808/2808	---M--	200	added ('OK')	image/png	etag:%225e4e56c6-af8%22	https://lmpixels.com/demo/breezycv/light/1/img/clients/client-5.png	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/clients/client-5.png	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:28	1500/1500	---M--	200	added ('OK')	image/png	etag:%225e4e56c2-5dc%22	https://lmpixels.com/demo/breezycv/light/1/img/clients/client-6.png	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/clients/client-6.png	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:29	2125/2125	---M--	200	added ('OK')	image/png	etag:%225e4e56cc-84d%22	https://lmpixels.com/demo/breezycv/light/1/img/clients/client-7.png	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/clients/client-7.png	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:29	108090/108090	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf104-1a63a%22	https://lmpixels.com/demo/breezycv/light/1/img/portfolio/1.jpg	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/portfolio/1.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:29	59090/59090	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf1e6-e6d2%22	https://lmpixels.com/demo/breezycv/light/1/img/portfolio/2.jpg	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/portfolio/2.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:30	4544/4544	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202020%2012:24:30%20GMT	https://lmpixels.com/demo/breezycv/light/1/portfolio-1.html	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/portfolio-1.html	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:30	95025/95025	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf288-17331%22	https://lmpixels.com/demo/breezycv/light/1/img/portfolio/3.jpg	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/portfolio/3.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:31	73633/73633	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf43c-11fa1%22	https://lmpixels.com/demo/breezycv/light/1/img/portfolio/4.jpg	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/portfolio/4.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:31	52867/52867	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf498-ce83%22	https://lmpixels.com/demo/breezycv/light/1/img/portfolio/5.jpg	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/portfolio/5.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:32	70616/70616	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf4fa-113d8%22	https://lmpixels.com/demo/breezycv/light/1/img/portfolio/6.jpg	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/portfolio/6.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:32	104926/104926	---M--	200	added ('OK')	image/jpeg	etag:%225e739a18-199de%22	https://lmpixels.com/demo/breezycv/light/1/img/portfolio/full/5.jpg	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/portfolio/full/5.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:33	10884/10884	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Apr%202020%2011:09:18%20GMT	https://lmpixels.com/demo/breezycv/light/1/blog-post-1.html	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/blog-post-1.html	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:33	44193/44193	---M--	200	added ('OK')	image/jpeg	etag:%225e8dfd1a-aca1%22	https://lmpixels.com/demo/breezycv/light/1/img/blog/blog_post_1.jpg	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/blog/blog_post_1.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:33	76262/76262	---M--	200	added ('OK')	image/jpeg	etag:%225e8dfd1a-129e6%22	https://lmpixels.com/demo/breezycv/light/1/img/blog/blog_post_2.jpg	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/blog/blog_post_2.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:34	96117/96117	---M--	200	added ('OK')	image/jpeg	etag:%225e8dfd1a-17775%22	https://lmpixels.com/demo/breezycv/light/1/img/blog/blog_post_3.jpg	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/blog/blog_post_3.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:34	60364/60364	---M--	200	added ('OK')	image/jpeg	etag:%225e8dfd1a-ebcc%22	https://lmpixels.com/demo/breezycv/light/1/img/blog/blog_post_4.jpg	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/blog/blog_post_4.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:34	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260512e37-4d7%22	https://lmpixels.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/Admin/Desktop/ss/lmpixels.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:34	84322/84322	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258c02818-14962%22	https://lmpixels.com/demo/breezycv/light/1/js/jquery-2.1.3.min.js	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/js/jquery-2.1.3.min.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:35	13062/13062	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e97184c-55ea%22	https://lmpixels.com/demo/breezycv/light/1/js/animating.js	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/js/animating.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:35	5441/5441	---MCZ	200	added ('OK')	application/javascript	etag:W/%225890d244-1541%22	https://lmpixels.com/demo/breezycv/light/1/js/imagesloaded.pkgd.min.js	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/js/imagesloaded.pkgd.min.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:35	850/850	---MC-	200	added ('OK')	text/javascript	date:Fri,%2019%20Mar%202021%2006:32:38%20GMT	https://www.google.com/recaptcha/api.js	C:/Users/Admin/Desktop/ss/www.google.com/recaptcha/api.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:36	24719/24719	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e46d310-608f%22	https://lmpixels.com/demo/breezycv/light/1/js/perfect-scrollbar.min.js	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/js/perfect-scrollbar.min.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:36	14462/14462	---MCZ	200	added ('OK')	application/javascript	etag:W/%22588b884a-387e%22	https://lmpixels.com/demo/breezycv/light/1/js/jquery.shuffle.min.js	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/js/jquery.shuffle.min.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:36	23601/23601	---MCZ	200	added ('OK')	application/javascript	etag:W/%22588b5000-5c31%22	https://lmpixels.com/demo/breezycv/light/1/js/masonry.pkgd.min.js	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/js/masonry.pkgd.min.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:36	42766/42766	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258b6c1e0-a70e%22	https://lmpixels.com/demo/breezycv/light/1/js/owl.carousel.min.js	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/js/owl.carousel.min.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:37	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256c83aa6-4ef8%22	https://lmpixels.com/demo/breezycv/light/1/js/jquery.magnific-popup.min.js	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/js/jquery.magnific-popup.min.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:37	7350/7350	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256efffa2-26e3%22	https://lmpixels.com/demo/breezycv/light/1/js/jquery.googlemap.js	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/js/jquery.googlemap.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:37	9046/9046	---MCZ	200	added ('OK')	application/javascript	etag:W/%225899cb40-2d44%22	https://lmpixels.com/demo/breezycv/light/1/js/validator.js	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/js/validator.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:42	4769/4769	---MCZ	200	added ('OK')	application/javascript	etag:W/%225eeca1a1-2b48%22	https://lmpixels.com/demo/breezycv/light/1/js/main.js	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/js/main.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:32:43	214/214	---MC-	302	error ('Found')	text/html	date:Fri,%2019%20Mar%202021%2006:32:45%20GMT	https://lmpixels.com/demo/breezycv/light/1/css/owl.video.play.png	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/css/owl.video.play.png	(from https://lmpixels.com/demo/breezycv/light/1/css/owl.carousel.css)
13:32:43	7028/7028	---MCZ	200	added ('OK')	text/css	etag:W/%22556070f6-2098%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/style.css	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/style.css	(from https://lmpixels.com/demo/breezycv/light/1/css/main.css)
13:32:43	57333/57333	---MCZ	200	added ('OK')	text/css	etag:W/%225e39dcac-dff5%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css	(from https://lmpixels.com/demo/breezycv/light/1/css/main.css)
13:32:44	4544/4544	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202020%2012:28:04%20GMT	https://lmpixels.com/demo/breezycv/light/1/portfolio-3.html	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/portfolio-3.html	(from https://lmpixels.com/demo/breezycv/light/1/portfolio-1.html)
13:32:44	4544/4544	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202020%2012:27:54%20GMT	https://lmpixels.com/demo/breezycv/light/1/portfolio-2.html	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/portfolio-2.html	(from https://lmpixels.com/demo/breezycv/light/1/portfolio-1.html)
13:32:46	477597/477597	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf120-7499d%22	https://lmpixels.com/demo/breezycv/light/1/img/portfolio/full/1.jpg	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/portfolio/full/1.jpg	(from https://lmpixels.com/demo/breezycv/light/1/portfolio-1.html)
13:32:46	431406/431406	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf21e-6952e%22	https://lmpixels.com/demo/breezycv/light/1/img/portfolio/full/2.jpg	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/portfolio/full/2.jpg	(from https://lmpixels.com/demo/breezycv/light/1/portfolio-1.html)
13:32:47	496614/496614	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf2e8-793e6%22	https://lmpixels.com/demo/breezycv/light/1/img/portfolio/full/3.jpg	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/portfolio/full/3.jpg	(from https://lmpixels.com/demo/breezycv/light/1/portfolio-1.html)
13:32:50	144212/144212	---M--	200	added ('OK')	image/jpeg	etag:%225e8dfd1a-23354%22	https://lmpixels.com/demo/breezycv/light/1/img/blog/blog_post_1_full.jpg	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/img/blog/blog_post_1_full.jpg	(from https://lmpixels.com/demo/breezycv/light/1/blog-post-1.html)
13:32:51	55820/55820	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2024%20May%202015%2002:30:30%20GMT	https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Free.eot?w118d	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.eot	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/style.css)
13:32:52	55820/55820	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2024%20May%202015%2002:30:30%20GMT	https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Free.eot?	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Freed41d.eot	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/style.css)
13:32:53	21780/21780	---M--	200	added ('OK')	font/woff2	etag:%22556137cc-5514%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Free.woff2?w118d	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.woff2	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/style.css)
13:32:53	55696/55696	---M--	200	added ('OK')	font/woff	etag:%22556137c6-d990%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Free.woff?w118d	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.woff	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/style.css)
13:32:54	55620/55620	---M--	200	added ('OK')	application/octet-stream	etag:%22556137c6-d944%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Free.ttf?w118d	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.ttf	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/style.css)
13:32:55	205847/205847	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22556137c6-32417%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Free.svg?w118d	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.svg	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/style.css)
13:32:56	133034/133034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.eot	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.eot	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
13:32:57	133034/133034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.eot?	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400d41d.eot	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
13:32:58	76548/76548	---M--	200	added ('OK')	font/woff2	etag:%225e39dcac-12b04%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff2	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff2	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
13:32:59	89824/89824	---M--	200	added ('OK')	font/woff	etag:%225e39dcac-15ee0%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
13:33:00	132728/132728	---M--	200	added ('OK')	application/octet-stream	etag:%225e39dcac-20678%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.ttf	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.ttf	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
13:33:01	715890/715890	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e39dcac-aec72%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.svg	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.svg	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
13:33:01	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.eot	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.eot	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
13:33:02	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.eot?	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400d41d.eot	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
13:33:03	13600/13600	---M--	200	added ('OK')	font/woff2	etag:%225e39dcac-3520%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff2	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff2	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
13:33:03	16800/16800	---M--	200	added ('OK')	font/woff	etag:%225e39dcac-41a0%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
13:33:04	34092/34092	---M--	200	added ('OK')	application/octet-stream	etag:%225e39dcac-852c%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.ttf	C:/Users/Admin/Desktop/ss/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.ttf	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
